Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Dmg.binary
Non-Fatal,Substantial,Airplane,COSTRUZIONI AERONAUTICHE TECNA,P2002 SIERRA,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,BROWN ROBERT K,RV7A,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,LENNOX KENNETH J,ZODIAC 601HDS,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182E,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,35 - UNDESIGNAT,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA28 - 161,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MARCONI FRED I JR,VELOCITY XL/RG,Yes,1.0,Reciprocating,091,0.0,0.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,DE HAVILLAND,DH 82A,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,TAYLORCRAFT,BC12 D,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA60 602P,No,2.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,BEECH,A36,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,0.0,1.0,0.0,2.0,1
Fatal,Destroyed,Airplane,MILLER,RV6,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,35 B33,No,1.0,Reciprocating,091,0.0,1.0,1.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 18,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210-5(205),No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1C-200,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Substantial,Airplane,LOWERRE BRUCE T,S 12-E,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Fatal,Destroyed,Airplane,TIMOTHY J COWPER,PITTS SPECIAL S-1E,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,RANS,RV 12,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,185E,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182J,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,BEECH,A23 24,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AERONCA,65 CA,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,525A,No,2.0,Turbo Fan,091,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,UNKNOWN,UNKNOWN,Yes,1.0,Unknown,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 401,No,1.0,Reciprocating,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 402B,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,VENABLES ZENITH,CH701,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Fatal,Substantial,Airplane,CESSNA,340A,No,2.0,Reciprocating,091,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-22-135,No,1.0,Reciprocating,091,0.0,0.0,2.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172 - F,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Fatal,Destroyed,Airplane,PIPER,PA32 - 300,No,1.0,Reciprocating,135,3.0,0.0,4.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,A36,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Fatal,Substantial,Airplane,BRITTEN-NORMAN,BN-2A-8,No,2.0,Reciprocating,135,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,KENNETH M FRANZ,ULTRA PUP,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20J,No,1.0,Reciprocating,091,0.0,1.0,2.0,0.0,1
Non-Fatal,Minor,Airplane,PIPER,PA 46 350P,No,1.0,Turbo Prop,091,0.0,0.0,0.0,1.0,0
Non-Fatal,Substantial,Airplane,CESSNA,170,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-46-350P,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,MOONEY,M20E,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,310R,No,2.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,CESSNA,340A,No,2.0,Reciprocating,091,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,J3C 65,No,1.0,Unknown,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,091,0.0,1.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,SUTPHIN,RANS S-12,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1C-180,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CHAMPION,7ECA,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 31P,No,2.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,CESSNA,525A,No,2.0,Turbo Fan,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,BELLER,QUICKSILVER MXLII,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Substantial,Airplane,LUSCOMBE,8 - E,No,1.0,Reciprocating,NUSN,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 32R-300,No,1.0,Reciprocating,091,0.0,2.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-150,No,1.0,Reciprocating,091,0.0,0.0,0.0,4.0,1
Non-Fatal,Minor,Airplane,AIRBUS,A319 132,No,2.0,Turbo Fan,121,0.0,0.0,0.0,150.0,0
Non-Fatal,Substantial,Airplane,CLASSIC AIRCRAFT CORP,WACO YMF,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,EMBRAER-EMPRESA BRASILEIRA DE,EMB-500,No,2.0,Turbo Fan,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28R-201,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,FULLER VAN L,SONEX,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,305A,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,L GOLDNER,ZENITH 701,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-31-350,No,2.0,Reciprocating,091,0.0,0.0,0.0,8.0,1
Fatal,Destroyed,Airplane,PIPER,PA-28R-180,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,CESSNA,172C,No,1.0,Unknown,091,1.0,0.0,2.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,500,No,2.0,Turbo Fan,091,2.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA28 - 160,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MCDONALD HOWARD BRIAN,ZENAIR 701,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AEROTEK,PITTS S 1T,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,COLLINS,ZENITH STOL CH 701,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,DAVENPORT,LONG EZ,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Destroyed,Airplane,POHOSKI,RV 4,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Substantial,Airplane,CESSNA AIRCRAFT COMPANY,172R,No,1.0,Reciprocating,,1.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,AVIAT,S2,No,1.0,Reciprocating,091,0.0,0.0,0.0,4.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172 - M,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Fatal,Destroyed,Airplane,PIPER,PA 32R-301,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,091,0.0,0.0,0.0,4.0,1
Fatal,Destroyed,Airplane,PIPER,PA 28-140,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 502,No,1.0,Turbo Prop,137,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,PIPER,PA-34-200,No,2.0,Reciprocating,NUSN,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,208,No,1.0,Turbo Prop,135,0.0,0.0,0.0,10.0,1
Non-Fatal,Substantial,Airplane,DENISAR RICHARD A,LANCAIR 320,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,TECNAM,P92,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-23-150,No,2.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,1900C,No,2.0,Turbo Prop,121,0.0,0.0,0.0,15.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A 1B,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Minor,Airplane,BAE SYSTEMS (OPERATIONS) LIMIT,AVRO 146-RJ85,No,4.0,Turbo Fan,,0.0,0.0,0.0,1.0,0
Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T210L,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,MOONEY AIRPLANE CO INC,M20TN,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150H,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T210M,No,1.0,Reciprocating,091,0.0,0.0,0.0,5.0,1
Fatal,Destroyed,Airplane,BELLANCA,14-19-3A,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28R-201T,No,1.0,Reciprocating,091,0.0,2.0,2.0,0.0,1
Fatal,Substantial,Airplane,MUSICK,LANCAIR 235,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,PIPER,PA 22-150,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,172R,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,GLASAIR AVIATION USA LLC,SPORTSMAN GS-2,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,STINSON,SR 5A,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,AERO COMMANDER,500 - B,No,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,BEECH,C90,No,2.0,Turbo Prop,091,2.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,PIPER,PA 23-250,No,2.0,Reciprocating,091,3.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,YUNEEC,YUNEEC,No,1.0,Electric,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,MIKOYAN GUREVICH,MIG 21 UM,No,1.0,Turbo Jet,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,TEAL HARRY H,SONERAI II STRETCH,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,CESSNA,182L,No,1.0,Reciprocating,091,0.0,1.0,0.0,10.0,1
Non-Fatal,Substantial,Airplane,ROVEY JASON H,RV-8,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,A36,No,1.0,Reciprocating,091,0.0,0.0,0.0,5.0,1
Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA 5B,No,1.0,Reciprocating,091,0.0,1.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,TAYLORCRAFT,BC 65,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,PIPER,PA-32R-301,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,U206F,No,1.0,Reciprocating,135,3.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA ECTOR,305A,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,MOONEY,M20R,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 46 350P,No,1.0,Unknown,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A 1B,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-150,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,MITSUBISHI,MU 2B-25,No,2.0,Turbo Prop,091,1.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,4.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,PIPER,PA-34-220T,No,2.0,Reciprocating,,3.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,BEECHCRAFT,B36TC,No,1.0,Reciprocating,091,3.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA28,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-161,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,BOMBARDIER INC,CL 600 2B16,No,2.0,Turbo Fan,NUSN,0.0,0.0,0.0,2.0,1
Fatal,Destroyed,Airplane,CESSNA,T310R,No,2.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,QUAD CITY,CHALLENGER I,Yes,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,QUICKSILVER,MXII SPORT,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Destroyed,Airplane,MAULE,M-5-180C,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A 1B,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,No,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,RICHARD S DUNCAN,AVID FLYER,Yes,1.0,Reciprocating,091,0.0,1.0,1.0,0.0,1
Fatal,Destroyed,Airplane,FOCKE-WULF,FWP 149D,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T210 - F,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,No,1.0,Unknown,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,SOCATA,TBM 700,No,1.0,Turbo Prop,NUSN,6.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,T210,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,LEARJET,35,No,2.0,Turbo Fan,091,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,1900C,No,2.0,Turbo Prop,135,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,NEW PIPER,PA46 350P,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,091,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA-46-500TP,No,1.0,Turbo Prop,091,0.0,0.0,0.0,6.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Substantial,Airplane,PIPER,PA-23-160,No,2.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,DOUGLAS,DC-6,No,4.0,Reciprocating,121,0.0,0.0,0.0,3.0,1
Non-Fatal,Substantial,Airplane,DE HAVILLAND,DHC8 - 102,No,2.0,Turbo Prop,121,0.0,0.0,0.0,40.0,1
Non-Fatal,Substantial,Airplane,QUAD CITY ULTRALIGHT ACFT CORP,CHALLENGER II,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,BIESEMEIER DAVID I,SMYTH SIDEWINDER,Yes,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,T210L,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210L,No,1.0,Reciprocating,135,0.0,1.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,182E,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Fatal,Substantial,Airplane,CESSNA,208B,No,1.0,Turbo Prop,135,4.0,0.0,6.0,0.0,1
Fatal,Destroyed,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150D,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,No,1.0,Reciprocating,091,0.0,0.0,3.0,0.0,1
Fatal,Destroyed,Airplane,BEECH,B36TC,No,1.0,Reciprocating,091,5.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,177RG,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,MOFFITT OSCAR/ KIT PROSTAR A/C,PT2,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BEECH,G35,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,560,No,2.0,Turbo Fan,135,0.0,0.0,0.0,3.0,1
Fatal,Destroyed,Airplane,PIPER,PA-46-310P,No,1.0,Turbo Prop,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,AERO COMMANDER,680E,No,2.0,Reciprocating,091,0.0,4.0,0.0,0.0,1
Fatal,Destroyed,Airplane,FAIRCHILD,SA227-AC,No,2.0,Turbo Prop,135,2.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,ANDERSON ANDREAS,RANS S-6S,Yes,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,THOMPSON WILLIAM A,SPARROW II,Yes,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 24-250,No,1.0,Reciprocating,091,0.0,1.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,PIPER AIRCRAFT INC,PA46 500TP,No,1.0,Turbo Prop,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,AVIAT AIRCRAFT INC,A-1C-200,No,1.0,Reciprocating,091,2.0,0.0,0.0,0.0,1
Fatal,Destroyed,Airplane,CESSNA,310R,No,2.0,Reciprocating,091,3.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 16,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,S 2C,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,BEECH,58P,No,2.0,Reciprocating,091,0.0,2.0,1.0,2.0,1
Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,112,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Minor,Airplane,BEECH,E90,No,2.0,Turbo Prop,135,0.0,0.0,0.0,2.0,0
Non-Fatal,Substantial,Airplane,PIPER,PA-22-108,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,CESSNA,208B,No,1.0,Turbo Prop,135,1.0,5.0,3.0,0.0,1
Fatal,Substantial,Airplane,PIPER,PA 24-250,No,1.0,Reciprocating,091,3.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 28R-200,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,091,0.0,0.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,CESSNA,150F,No,1.0,Reciprocating,091,0.0,2.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,BELLANCA,7ECA,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,1
Fatal,Destroyed,Airplane,CESSNA AIRCRAFT,172A,No,1.0,Unknown,NUSN,4.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,182T,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,305C (0 1E),No,1.0,Reciprocating,091,0.0,1.0,0.0,1.0,1
Non-Fatal,Substantial,Airplane,QUICKSILVER,UNKNOWN,Yes,1.0,Reciprocating,091,0.0,0.0,1.0,0.0,1
Fatal,Destroyed,Airplane,RAYTHEON AIRCRAFT COMPANY,390,No,2.0,Turbo Fan,091,2.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,RAYTHEON,G36,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Fatal,Substantial,Airplane,BEECH,A36TC,No,1.0,Reciprocating,091,1.0,0.0,0.0,0.0,1
Non-Fatal,Substantial,Airplane,PIPER,PA 32-301,No,1.0,Reciprocating,091,0.0,0.0,0.0,2.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210N,No,1.0,Reciprocating,135,0.0,0.0,1.0,0.0,1
Non-Fatal,Substantial,Airplane,CESSNA,210E,No,1.0,Reciprocating,091,0.0,1.0,0.0,2.0,1
